isolate_id,Gene symbol,Scope,Element type,Class,Subclass,Method,% Coverage of reference sequence,% Identity to reference sequence,Accession of closest sequence,passes_recorded_filter
ERR12067314,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR12067314,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR12067314,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12067314,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12067314,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12067334,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12067334,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12067334,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12067334,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12067334,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR12067334,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12067334,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12067334,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR12067334,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12067334,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12067334,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12067334,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12067334,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12067334,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR12067334,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12067334,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12067334,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12067371,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12067371,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR12067371,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR12067371,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR12067371,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12067371,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12067371,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12067371,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR12067371,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR12067371,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR12067371,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12067371,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12067371,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12067371,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR12067371,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12067371,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12067371,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12067371,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR12067371,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,88.76,100.0,WP_001082319.1,True
ERR12067371,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12067371,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12067371,catA1,core,AMR,PHENICOL,CHLORAMPHENICOL,BLASTX,99.09,100.0,WP_000412211.1,True
ERR12067371,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,BLASTX,98.1,100.0,WP_001206316.1,True
ERR12078572,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12078572,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12078572,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12078572,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12078572,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12078572,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12078572,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12078572,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR12078572,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12078572,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12078572,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12078572,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12078572,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR12078572,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR12078572,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR12078572,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12078572,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12078572,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12078572,blaTEM,core,AMR,BETA-LACTAM,BETA-LACTAM,PARTIAL_CONTIG_ENDX,79.02,100.0,WP_000027057.1,False
ERR12078572,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR12078573,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12078573,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12078573,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12078573,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12078573,aac(3)-IId,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557454.1,True
ERR12078573,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12078573,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR12078573,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12078573,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12078573,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12078573,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12078573,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR12078573,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12078573,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12078573,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12078573,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12078573,dfrA12,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001083725.1,True
ERR12078573,aadA2,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001206356.1,True
ERR12078573,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR12078573,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12078573,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR12080226,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR12080226,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR12080226,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12080226,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12080226,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12080226,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR12080226,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR12091513,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12091513,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12091513,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12091513,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12091513,aac(3)-IId,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557454.1,True
ERR12091513,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12091513,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR12091513,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12091513,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12091513,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12091513,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12091513,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR12091513,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12091513,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12091513,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12091513,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12091513,aadA2,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001206356.1,True
ERR12091513,dfrA12,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001083725.1,True
ERR12091513,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR12091513,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12091513,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR12142619,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12142619,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12142619,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12142619,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12142619,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR12142619,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR12142619,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12142619,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12142619,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR12142619,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12142619,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12142619,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12142619,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12142619,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR12142619,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12142619,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR12142619,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
ERR12142619,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12142619,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12142619,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12142619,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,BLASTX,98.34,100.0,WP_000219391.1,True
ERR12142634,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_031942321.1,True
ERR12142634,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,BLASTX,100.0,99.67,WP_000219391.1,True
ERR12142634,qacE,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,PARTIAL_CONTIG_ENDX,79.13,100.0,WP_000679427.1,False
ERR12142634,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12142634,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12142634,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12142634,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12142634,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12142634,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR12142634,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12142634,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
ERR12142634,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
ERR12142634,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12142634,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12142634,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12142634,armA,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000359986.1,True
ERR12142634,msr(E),core,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,100.0,100.0,WP_000052512.1,True
ERR12142634,mph(E),core,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,100.0,100.0,WP_000155092.1,True
ERR12142634,dfrA14,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_004201280.1,True
ERR12142634,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12142634,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12142634,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12142634,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12142634,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12142634,blaNDM-1,core,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,100.0,100.0,WP_004201164.1,True
ERR12142634,ble,core,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,100.0,100.0,WP_004201167.1,True
ERR12142634,blaDHA,core,AMR,BETA-LACTAM,CEPHALOSPORIN,PARTIALX,69.92,100.0,WP_004236386.1,False
ERR12146144,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12146144,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12146144,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12146144,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12146144,aac(3)-IId,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557454.1,True
ERR12146144,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12146144,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR12146144,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12146144,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12146144,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12146144,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12146144,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
ERR12146144,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
ERR12146144,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
ERR12146144,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
ERR12146144,aadA2,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001206356.1,True
ERR12146144,dfrA12,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001083725.1,True
ERR12146144,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
ERR12146144,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
ERR12146144,blaTEM-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_000027057.1,True
ERR12146144,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,BLASTX,97.01,100.0,WP_000219391.1,True
ERR12165616,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
ERR12165616,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
ERR12165616,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
ERR12165616,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
ERR12165616,aac(3)-IId,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557454.1,True
ERR12165616,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
ERR12165616,blaSCO-1,core,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,100.0,100.0,WP_004197546.1,True
ERR12165616,mph(A),core,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,EXACTX,100.0,100.0,WP_000219391.1,True
ERR12165616,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
ERR12165616,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
ERR12165616,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
ERR12165616,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
ERR12165616,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
