isolate_id,44341_3_304,44341_3_305,44341_3_281,CIV13XE8,44341_3_128,44341_3_131,44341_3_136,CIV13PE7,CIT159B1,CIT15EB1,CIS153C1,CIV147E3,CIT15FH1,CIV143E2,CIU145B1,44341_3_310,CIV13XE2,44341_4_275,CIT15FB1,CIV13XU1,CIV142E6,CIV143U1,CIV143E9,CNS1F3,CAAYSI,CIT15GS1,CIV13RE2,CIV141E6,CIS15HB1,CIV140U1,CIV140E4,CIV140E7,CAAXQV,CIV13UE4,CIS15MR1,CIV13YE6,CIV143E4,CIV13XE5,CIT15GH1,CIV140E1,CIV140E6,CIU13XS1,CIV146E8,CIU149H1,CIV144E6,CIV13VE5,CIV13YE8,CIV144U1,CNSP0U,CNSKFP,CNSLL4,ERR9941258,ERR9929342,ERR9966382,CLL3JA,CNS7YP,BKRRIF,CNS6QU,44341_3_96,44341_3_21,BKRMVD,CAAYDF,CAAXBN,44341_3_165,44341_3_262,44341_3_265,44341_4_286,44341_3_268,44341_3_280,CAAP2A,CNSFP4,CNSDXZ,CAAQXB,CAAR9T,CAAQUT,CAARE3,CLL6CH,ERR10438737,ERR10113269,ERR6752971,ERR5751227,ERR9976609,ERR11219800,ERR12142619,ERR11747325,ERR11502778,ERR7197834,ERR9079758,ERR6806255,ERR6805990,ERR6806776,ERR5750995,ERR6806749,ERR6805998,ERR6806833,ERR12080226,ERR12321283,ERR12321282,ERR12067314,ERR12321281,ERR12142634,ERR6753111,ERR6806796,ERR6806789,ERR9971918,ERR7197741,ERR5751808,ERR12321280,ERR9692774,ERR6752863,SRR9273829,ERR9079830,ERR10880116,ERR5751304,ERR6806714,ERR5751296,ERR4451427,ERR6806125,ERR6806317,ERR12067371,ERR6806075,ERR10176870,ERR10460856,ERR10460902,ERR6806726,ERR12078572,ERR11747320,ERR12495482,ERR5751726,ERR6806512,ERR9924209,ERR10460483,ERR9785511,ERR10087012,ERR9079768,ERR9822149,ERR9822145,ERR9822146,ERR9785509,ERR10176872,ERR9966389,ERR10460765,ERR10109275,ERR11807704,ERR10109276,ERR9785510,ERR9820422,ERR10880181,ERR10088101,ERR12312688,ERR11201827,ERR12312689,ERR12495485,ERR12312692,ERR10123168,ERR10123167,ERR9966387,ERR10949310,ERR10460875,ERR9966390,ERR10176866,ERR10460687,ERR12078573,ERR9785512,ERR12165616,ERR10460887,ERR10880335,ERR10880156,ERR10880377,ERR10088105,ERR12321284,ERR9966388,ERR10026000,ERR9822144,ERR10088104,ERR10088102,ERR9822151,ERR10109255,ERR11810274,ERR9966386,ERR12259395,ERR12091513,ERR10125140,ERR10949303,ERR10109277,ERR10087013,ERR12146144,ERR11219811,ERR11420238,ERR11437918,ERR11807709,ERR10880183,ERR10880311,ERR10109274,ERR12552381,ERR12552377,ERR11896635,ERR9079508,ERR9420153,ERR10117717,ERR6806600,ERR7197757,ERR6806028,ERR9288082,ERR11455881,ERR6806632,ERR4451478,ERR12302226,ERR12552384,ERR12067334,ERR10880424,ERR10123158,ERR10176869,ERR10880230,ERR11453719,ERR10880157,ERR11872767,ERR6752889,ERR9288143,ERR5751308,ERR4399358,ERR4399957,ERR4399362,SRR13833609,SRR13719289,SRR13719614,SRR13313312,SRR13313295,SRR13719196,SRR13277434,SRR13277416,SRR13277412,SRR13311773,SRR13313309,SRR27481822,SRR27481651,SRR27481649,SRR27481520,SRR27481815,SRR7130368,SRR7130370,SRR7130371,SRR13312061,SRR7130369,ERR4400834,ERR4338896,ERR4338560,SRR1106479,ERR3581536,SRR8369293,SRR7842526,SRR8297279,SRR7850690,SRR7884719,SRR8350305,SRR15853458,SRR21224019,SRR20212638,SRR8706049,SRR16227977,ERR4399344,SRR7841631,SRR22691594,SRR16301618,ERR10109287,ERR9680890,SRR14921286,SRR28295566,ERR4145363,ERR4145392,ERR4145410,ERR4145345,SRR8325561,SRR8293522,ERR4145388,ERR4145353,SRR10326268,SRR9627787,SRR27762886,SRR10992537,SRR1646109,SRR7427053,SRR8503644,SRR7457932,SRR2917137,SRR2917139,SRR3137069,SRR6107195,SRR2917138,SRR2917136,SRR5084265,SRR5121494,SRR3001933,SRR5121497,SRR2917140,ERR10368770,ERR160996,SRR5056398,ERR3635287,SRR22175068,SRR21787058,SRR21787324,SRR26858817,SRR27185117,SRR21535455,SRR21535466,SRR26050334,SRR5379276,SRR6457657,SRR14360286,SRR8137438,ERR3635266,SRR1973602,SRR3002514,SRR7467291,ERR4400884,ERR4399363,ERR4401298,ERR4400265,ERR4401598,ERR4401297,ERR4401299,ERR6806710,SRR952929,SRR7292863,SRR1966891,SRR1967735
SRR5121494,8652,8654,8650,8653,8640,8639,8653,8659,8658,8657,8653,8655,8656,8658,8654,8654,8656,8650,8656,8653,8634,8639,8650,8407,8643,8657,8654,8657,8652,8657,8641,8655,8659,8657,8657,8657,8657,8657,8657,8657,8643,8659,8646,8657,8655,8644,8656,8657,8665,8634,8439,8655,8651,8659,8491,8662,8660,8663,8597,8657,8614,8655,8491,8659,8656,8658,8658,8659,8656,8420,8037,8666,8399,8661,8428,8426,8258,8398,8380,8494,8485,8392,8394,8398,8399,8398,8365,8370,8403,8311,8386,8389,8390,8290,8292,8098,8387,8387,8379,8396,8382,8370,8373,8376,8373,8352,8349,8280,8273,8255,8337,8359,8392,8371,8169,8360,8360,8364,8399,8409,8175,8158,8164,8161,8226,7985,7984,7984,8095,8178,8072,8078,8099,8074,8027,8089,8087,8086,8085,8071,8082,8075,8085,8087,8082,8087,8077,8083,8084,8087,8088,8089,8089,8090,8076,8081,8083,8085,8080,8084,8079,8074,8085,8083,8082,8016,8020,8018,8020,8082,8094,8082,8097,8087,8092,8089,8092,8083,8088,8085,8086,8084,8083,8031,8079,8077,8082,8084,8087,8087,8087,8088,8087,8080,8087,8029,8086,8081,8087,8082,8083,8074,8078,8070,8087,8078,8081,8088,8093,8086,8077,8082,8403,8410,8418,8418,8413,8407,8393,7942,7993,7995,7989,7975,6705,6820,4802,6818,6784,6756,6826,6814,6785,6790,6683,6684,6682,6679,6685,6642,6642,6664,6735,6668,6598,6595,6509,6578,6290,6252,6424,6423,6454,6428,6430,6457,6454,6631,6543,6583,6501,6485,6573,6500,6220,6228,7380,6957,7124,7125,7416,7294,6950,6927,6946,6935,6960,6969,6994,6936,6933,8069,6828,6949,13,9,8,39,11,9,28,0,8,23,11,48,382,380,447,451,450,450,452,449,453,453,451,443,395,410,408,451,436,390,410,458,455,454,458,453,470,470,412,399,414,1167,1157
SRR3001933,8490,8491,8484,8488,8475,8474,8482,8497,8495,8494,8487,8492,8491,8497,8491,8491,8494,8488,8494,8488,8473,8483,8485,8243,8478,8492,8492,8490,8488,8495,8472,8490,8494,8492,8495,8496,8490,8496,8496,8495,8482,8494,8481,8492,8490,8484,8494,8496,8501,8474,8279,8491,8485,8492,8327,8497,8498,8498,8433,8492,8453,8494,8322,8497,8491,8494,8492,8497,8493,8264,7875,8500,8240,8498,8270,8268,8100,8250,8244,8327,8319,8224,8236,8239,8245,8228,8211,8234,8248,8156,8228,8226,8222,8125,8128,7944,8225,8222,8220,8244,8226,8208,8213,8220,8214,8219,8213,8143,8129,8110,8179,8206,8233,8236,8014,8196,8203,8195,8260,8251,8044,8023,8027,8024,8091,7822,7822,7823,7950,8009,7910,7931,7954,7910,7860,7922,7918,7917,7920,7904,7914,7906,7918,7920,7913,7922,7912,7914,7916,7919,7919,7920,7923,7921,7910,7913,7918,7920,7912,7919,7910,7909,7917,7918,7913,7847,7850,7849,7850,7916,7928,7917,7930,7918,7927,7922,7927,7915,7919,7920,7919,7917,7914,7871,7912,7908,7915,7918,7919,7920,7921,7920,7919,7913,7918,7867,7917,7915,7918,7913,7914,7905,7910,7901,7920,7909,7914,7919,7925,7917,7908,7913,8243,8241,8248,8258,8254,8248,8235,7782,7852,7848,7820,7819,6608,6718,4728,6717,6685,6658,6725,6714,6685,6689,6582,6583,6582,6578,6584,6568,6558,6572,6635,6578,6500,6497,6416,6479,6207,6171,6328,6329,6358,6338,6338,6364,6357,6534,6451,6484,6409,6392,6473,6404,6130,6137,7273,6863,7063,7060,7306,7215,6857,6836,6874,6855,6867,6877,6899,6844,6845,7955,6747,6857,2,2,2,15,1,0,7,8,0,0,1,22,358,356,422,425,424,424,426,423,426,426,425,417,370,385,382,419,412,365,385,419,414,415,419,418,429,429,387,374,391,1122,1115
SRR5121497,8707,8709,8705,8709,8695,8694,8691,8715,8714,8713,8708,8711,8712,8714,8710,8709,8712,8705,8712,8709,8690,8700,8706,8463,8699,8713,8710,8711,8705,8713,8693,8711,8715,8713,8713,8713,8711,8713,8713,8713,8699,8715,8702,8713,8711,8701,8712,8713,8722,8691,8494,8712,8706,8713,8549,8718,8716,8719,8652,8712,8671,8711,8543,8714,8711,8713,8713,8714,8711,8473,8093,8721,8449,8710,8474,8472,8316,8465,8452,8534,8526,8432,8443,8448,8449,8435,8417,8437,8455,8362,8434,8433,8428,8327,8330,8139,8425,8425,8426,8447,8434,8415,8420,8427,8418,8424,8419,8339,8332,8312,8385,8407,8434,8439,8218,8404,8408,8403,8468,8454,8244,8223,8229,8226,8292,8008,8007,8008,8156,8213,8096,8133,8154,8109,8062,8122,8119,8119,8120,8105,8115,8108,8120,8121,8114,8120,8110,8115,8118,8121,8120,8121,8123,8123,8110,8114,8117,8118,8114,8117,8111,8107,8118,8117,8115,8049,8052,8050,8052,8115,8126,8116,8131,8120,8126,8123,8126,8116,8120,8119,8119,8118,8116,8056,8113,8109,8116,8119,8120,8120,8121,8120,8119,8114,8120,8054,8118,8116,8119,8114,8115,8107,8110,8102,8120,8110,8112,8120,8125,8118,8109,8114,8450,8450,8457,8466,8463,8457,8440,7969,8039,8037,8007,8004,6747,6861,4839,6859,6824,6798,6866,6856,6826,6831,6737,6737,6736,6733,6738,6689,6680,6707,6777,6708,6652,6648,6553,6632,6342,6304,6467,6466,6497,6467,6472,6503,6496,6682,6595,6637,6545,6528,6626,6553,6255,6264,7382,6966,7117,7123,7412,7286,6957,6934,6949,6938,6967,6976,7000,6942,6941,8076,6823,6957,2,3,2,15,1,0,8,23,0,0,1,22,377,374,440,447,446,446,448,445,449,449,446,438,388,403,405,438,430,383,402,440,436,436,439,438,450,451,406,392,407,1160,1150
SRR2917140,8842,8844,8840,8844,8830,8829,8826,8853,8851,8850,8843,8848,8847,8853,8847,8844,8850,8840,8850,8844,8827,8838,8840,8596,8833,8847,8847,8846,8843,8850,8827,8845,8849,8847,8850,8851,8846,8851,8851,8850,8838,8849,8836,8847,8845,8838,8850,8851,8856,8830,8630,8846,8841,8849,8674,8853,8854,8853,8787,8847,8808,8850,8678,8849,8846,8848,8848,8849,8846,8603,8229,8856,8587,8848,8603,8602,8454,8587,8582,8668,8660,8563,8575,8578,8584,8566,8547,8570,8585,8495,8565,8564,8559,8457,8459,8269,8559,8559,8558,8581,8564,8546,8551,8558,8552,8556,8550,8470,8460,8441,8517,8545,8568,8573,8351,8535,8541,8533,8587,8588,8378,8359,8363,8360,8428,8136,8136,8136,8286,8346,8225,8261,8284,8240,8191,8251,8249,8248,8250,8234,8245,8237,8248,8249,8244,8253,8243,8244,8246,8249,8250,8251,8254,8252,8240,8243,8248,8250,8243,8250,8241,8240,8247,8249,8244,8178,8182,8180,8182,8246,8255,8247,8260,8249,8257,8251,8257,8245,8250,8250,8249,8246,8245,8187,8242,8239,8245,8247,8249,8251,8250,8250,8249,8242,8249,8182,8248,8245,8249,8244,8245,8236,8240,8232,8250,8240,8243,8250,8255,8248,8239,8244,8583,8581,8588,8596,8594,8588,8575,8098,8167,8165,8137,8137,6846,6961,4928,6959,6924,6895,6966,6956,6926,6931,6814,6816,6815,6811,6816,6757,6753,6779,6854,6781,6730,6727,6631,6705,6408,6371,6544,6540,6574,6545,6549,6582,6575,6756,6665,6715,6622,6606,6703,6625,6327,6340,7414,6997,7142,7148,7447,7318,6993,6970,6983,6970,7003,7009,7035,6977,6973,8091,6857,6985,3,3,3,16,2,1,8,11,1,1,0,23,388,386,453,459,458,458,460,457,461,461,459,451,401,417,418,450,442,396,416,452,449,448,452,451,463,463,418,405,420,1167,1157
ERR10368770,8624,8625,8624,8623,8626,8625,8617,8627,8626,8625,8622,8625,8626,8626,8626,8625,8626,8625,8626,8622,8604,8613,8619,8378,8615,8626,8623,8625,8618,8626,8606,8624,8626,8626,8626,8626,8625,8626,8626,8626,8613,8626,8612,8626,8624,8615,8626,8626,8635,8607,8407,8629,8624,8631,8461,8630,8630,8631,8569,8629,8584,8625,8452,8629,8629,8629,8629,8629,8628,8361,8006,8633,8368,8622,8361,8360,8231,8392,8341,8457,8451,8328,8336,8344,8345,8328,8311,8331,8347,8270,8329,8327,8322,8220,8223,8056,8326,8326,8334,8350,8342,8324,8330,8335,8325,8333,8329,8227,8226,8208,8285,8319,8332,8337,8129,8301,8308,8295,8361,8351,8152,8132,8136,8136,8198,7927,7928,7927,8063,8120,8013,8042,8057,8016,7968,8027,8024,8026,8027,8015,8022,8014,8027,8029,8020,8027,8018,8024,8025,8029,8027,8028,8028,8030,8019,8020,8025,8027,8022,8026,8018,8014,8026,8024,8024,7958,7960,7958,7957,8023,8028,8023,8037,8029,8030,8031,8033,8022,8027,8026,8026,8025,8024,7973,8019,8016,8022,8027,8026,8025,8026,8027,8025,8019,8026,7972,8023,8023,8027,8021,8023,8014,8020,8011,8029,8016,8025,8029,8031,8025,8017,8021,8343,8340,8349,8356,8356,8348,8335,7885,7953,7953,7922,7926,6681,6803,4789,6803,6769,6744,6804,6799,6767,6775,6680,6681,6679,6676,6682,6636,6630,6658,6730,6660,6597,6594,6510,6578,6287,6250,6425,6424,6455,6426,6430,6462,6455,6631,6539,6582,6502,6487,6571,6502,6206,6213,7372,6970,7107,7110,7402,7275,6962,6938,6952,6939,6970,6980,7003,6948,6944,7898,6839,6961,24,24,24,37,23,22,29,48,22,22,23,0,392,390,457,461,460,460,462,459,462,463,461,453,405,420,416,454,446,400,419,453,452,451,452,452,464,464,422,409,424,1177,1168
ERR160996,7829,7829,7826,7826,7831,7830,7830,7830,7829,7828,7827,7828,7829,7829,7827,7830,7830,7826,7829,7825,7824,7825,7822,7600,7815,7829,7826,7829,7824,7829,7828,7827,7829,7829,7829,7829,7829,7829,7829,7829,7816,7829,7822,7829,7828,7823,7829,7829,7842,7810,7631,7831,7825,7832,7688,7833,7833,7834,7773,7833,7791,7828,7693,7833,7833,7833,7833,7833,7833,7822,7305,7837,7622,7832,7828,7827,7492,7657,7662,7774,7767,7799,7801,7804,7815,7814,7783,7809,7816,7739,7802,7803,7804,7803,7805,7747,7809,7809,7809,7820,7812,7661,7664,7806,7802,7804,7800,7741,7726,7708,7605,7664,7662,7793,7787,7765,7772,7769,7570,7725,7831,7805,7810,7808,7807,7704,7702,7702,7744,7803,7789,7751,7758,7804,7752,7817,7815,7813,7815,7800,7812,7803,7806,7816,7809,7818,7805,7806,7812,7815,7816,7817,7820,7819,7808,7810,7812,7814,7809,7813,7809,7804,7816,7813,7812,7748,7750,7749,7749,7812,7819,7811,7823,7817,7821,7819,7819,7813,7817,7814,7815,7814,7812,7758,7806,7807,7812,7814,7815,7817,7817,7817,7815,7809,7816,7758,7816,7673,7815,7810,7811,7803,7806,7799,7816,7806,7814,7816,7821,7814,7805,7810,7808,7814,7823,7822,7819,7811,7784,7668,7734,7735,7717,7594,6899,7085,5353,7108,7044,6978,7105,7058,7070,7072,6897,6884,6891,6882,6887,6832,6829,6844,6936,6856,6258,6255,6162,6238,6342,6299,6079,6077,6107,6079,6083,6110,6158,6265,6283,6326,6160,6148,6321,6157,5885,5895,6669,6622,6373,6391,6643,6518,6638,6603,6629,6617,6647,6653,6656,6600,6620,6590,6483,6612,356,366,382,390,387,340,383,382,358,377,388,392,0,1,81,51,50,50,53,51,54,55,53,45,43,59,58,61,63,46,56,78,76,75,76,76,88,88,87,47,61,817,807
SRR5056398,7742,7743,7740,7741,7745,7743,7743,7745,7744,7743,7742,7743,7744,7744,7742,7743,7745,7740,7744,7740,7739,7740,7737,7515,7730,7744,7741,7744,7739,7744,7743,7742,7744,7744,7744,7744,7744,7744,7744,7744,7731,7744,7737,7744,7743,7738,7744,7744,7757,7727,7547,7745,7740,7747,7603,7748,7748,7749,7687,7747,7707,7743,7608,7747,7747,7747,7747,7747,7746,7738,7222,7752,7539,7749,7746,7745,7410,7585,7586,7691,7685,7716,7718,7721,7733,7731,7704,7726,7734,7658,7719,7720,7721,7721,7723,7665,7727,7727,7726,7738,7730,7587,7589,7722,7720,7722,7717,7663,7650,7629,7533,7587,7584,7712,7701,7683,7689,7687,7512,7655,7744,7721,7726,7724,7722,7636,7634,7634,7661,7720,7719,7669,7677,7721,7671,7733,7732,7731,7733,7717,7730,7721,7724,7733,7727,7736,7723,7728,7730,7733,7734,7735,7738,7737,7724,7726,7729,7730,7726,7730,7727,7722,7733,7731,7730,7666,7669,7667,7668,7730,7737,7729,7741,7735,7739,7736,7737,7729,7735,7732,7732,7731,7730,7686,7724,7725,7730,7731,7733,7735,7734,7734,7732,7726,7734,7685,7734,7599,7733,7728,7729,7721,7723,7717,7733,7724,7730,7734,7738,7732,7723,7728,7726,7732,7741,7739,7735,7728,7706,7596,7652,7653,7634,7518,6812,6989,5271,7013,6949,6882,7016,6964,6978,6975,6807,6796,6802,6793,6798,6773,6775,6769,6860,6792,6182,6178,6100,6162,6263,6226,6025,6023,6052,6033,6034,6053,6101,6188,6222,6247,6098,6090,6242,6096,5812,5823,6582,6542,6348,6347,6569,6482,6554,6525,6579,6557,6562,6568,6569,6519,6544,6516,6429,6534,354,364,380,388,385,338,381,380,356,374,386,390,1,0,76,49,48,48,52,49,52,53,51,43,41,56,51,61,61,44,54,74,73,72,73,73,86,86,80,45,59,806,797
ERR3635287,7783,7783,7783,7780,7785,7784,7784,7784,7783,7782,7783,7783,7783,7783,7783,7784,7784,7783,7783,7782,7779,7779,7780,7559,7772,7783,7780,7783,7779,7783,7782,7783,7783,7783,7783,7783,7783,7783,7783,7783,7775,7783,7780,7783,7783,7782,7783,7783,7796,7771,7587,7787,7785,7789,7646,7787,7787,7788,7727,7787,7752,7782,7656,7787,7787,7787,7787,7787,7787,7748,7265,7791,7587,7787,7755,7754,7455,7676,7679,7731,7727,7734,7728,7735,7736,7731,7707,7727,7736,7642,7726,7724,7728,7724,7726,7645,7705,7705,7706,7716,7713,7652,7654,7707,7703,7706,7703,7697,7702,7694,7633,7649,7678,7730,7703,7702,7705,7701,7554,7692,7732,7707,7709,7709,7708,7610,7609,7607,7646,7707,7700,7654,7656,7707,7650,7712,7710,7710,7713,7704,7709,7704,7707,7714,7709,7715,7706,7708,7710,7714,7713,7714,7715,7716,7709,7710,7711,7712,7710,7712,7710,7707,7713,7710,7711,7650,7652,7649,7649,7711,7714,7709,7724,7716,7716,7717,7717,7713,7714,7713,7712,7712,7712,7659,7709,7709,7711,7713,7713,7713,7713,7713,7715,7710,7712,7659,7711,7657,7715,7712,7712,7705,7705,7703,7714,7705,7713,7715,7716,7711,7708,7710,7743,7743,7751,7748,7747,7740,7729,7570,7630,7630,7613,7578,6862,6991,5234,6985,6955,6922,6995,6983,6954,6954,6868,6865,6867,6859,6867,6829,6823,6840,6931,6851,6254,6251,6167,6236,6269,6232,6084,6083,6113,6085,6089,6117,6122,6274,6250,6294,6157,6149,6271,6160,5877,5881,6682,6604,6388,6407,6655,6532,6647,6618,6654,6642,6660,6667,6637,6583,6631,6605,6472,6596,420,430,447,454,452,403,427,447,422,440,453,457,81,76,0,68,67,67,71,68,71,72,70,62,60,75,75,79,81,69,73,93,92,92,93,93,105,105,147,64,78,823,817
SRR22175068,7988,7989,7986,7987,7991,7989,7989,7990,7989,7988,7988,7988,7989,7989,7987,7989,7990,7986,7989,7986,7984,7985,7983,7760,7975,7989,7987,7989,7985,7989,7988,7987,7989,7989,7989,7989,7989,7989,7989,7989,7976,7989,7983,7989,7988,7984,7989,7989,7997,7969,7788,7991,7986,7992,7849,7993,7993,7994,7933,7993,7953,7988,7854,7993,7993,7993,7993,7993,7992,7727,7466,7997,7783,7993,7734,7733,7654,7957,7704,7932,7925,7706,7707,7710,7721,7720,7690,7715,7723,7647,7709,7710,7710,7710,7711,7654,7715,7715,7716,7726,7719,7705,7708,7712,7709,7710,7707,7710,7707,7691,7650,7706,7704,7703,7695,7673,7678,7676,7576,7720,7739,7711,7717,7714,7713,7615,7613,7614,7653,7710,7698,7659,7665,7711,7659,7723,7721,7720,7721,7707,7718,7710,7714,7722,7716,7724,7712,7716,7718,7721,7722,7723,7726,7725,7715,7718,7718,7721,7716,7719,7716,7712,7722,7719,7718,7656,7658,7657,7657,7718,7725,7717,7730,7723,7727,7725,7725,7720,7724,7720,7722,7720,7718,7666,7714,7714,7719,7721,7721,7723,7723,7723,7722,7716,7722,7666,7722,7716,7722,7717,7718,7710,7714,7706,7723,7713,7719,7722,7728,7720,7712,7716,7715,7721,7729,7729,7725,7718,7696,7578,7641,7641,7624,7637,6860,6990,5236,6987,6955,6925,6996,6984,6958,6958,6866,6867,6870,6862,6868,6827,6826,6838,6934,6852,6277,6274,6187,6253,6280,6242,6100,6097,6131,6099,6106,6134,6139,6300,6213,6261,6178,6165,6248,6174,5877,5887,6636,6616,6372,6389,6640,6518,6611,6588,6602,6590,6621,6627,6653,6597,6594,6582,6484,6606,423,433,452,458,458,408,452,451,425,447,459,461,51,49,68,0,1,1,5,2,7,7,6,10,71,43,44,66,67,41,61,77,79,78,79,79,91,91,65,50,65,819,810
SRR21787058,7952,7953,7953,7952,7955,7953,7953,7954,7953,7952,7952,7952,7953,7953,7953,7953,7954,7953,7953,7950,7948,7949,7948,7725,7942,7953,7952,7953,7950,7953,7952,7951,7953,7953,7953,7953,7953,7953,7953,7953,7940,7953,7947,7953,7952,7948,7953,7953,7961,7937,7753,7957,7955,7959,7814,7957,7957,7958,7897,7957,7918,7952,7822,7957,7957,7957,7957,7957,7956,7716,7432,7961,7753,7957,7723,7722,7619,7924,7696,7898,7894,7699,7696,7703,7714,7709,7682,7705,7714,7640,7701,7701,7701,7702,7703,7645,7704,7704,7706,7715,7711,7699,7701,7702,7700,7702,7699,7699,7698,7684,7643,7700,7698,7698,7690,7667,7671,7666,7571,7712,7731,7705,7707,7707,7704,7609,7608,7609,7645,7702,7692,7652,7656,7704,7650,7712,7710,7711,7713,7701,7709,7701,7707,7714,7707,7715,7705,7708,7710,7714,7713,7714,7715,7716,7708,7708,7711,7713,7709,7712,7709,7705,7713,7710,7711,7649,7651,7649,7647,7711,7714,7709,7723,7716,7716,7717,7717,7710,7715,7712,7712,7711,7710,7659,7707,7707,7708,7713,7712,7712,7712,7713,7712,7706,7712,7659,7711,7708,7714,7708,7711,7701,7707,7699,7715,7704,7712,7715,7717,7711,7705,7707,7709,7711,7720,7718,7716,7708,7690,7570,7630,7630,7613,7631,6856,6991,5236,6989,6954,6929,6991,6985,6956,6961,6866,6867,6870,6862,6868,6829,6826,6840,6936,6854,6277,6274,6189,6258,6283,6245,6104,6103,6134,6102,6109,6137,6142,6308,6218,6261,6181,6167,6248,6182,5882,5887,6631,6612,6365,6382,6632,6508,6603,6580,6594,6582,6613,6622,6645,6590,6586,6579,6480,6603,422,432,451,457,457,406,451,450,424,446,458,460,50,48,67,1,0,0,4,1,6,6,5,9,70,42,42,65,66,40,60,76,78,77,78,78,90,90,64,49,64,818,809
SRR21787324,7927,7928,7928,7927,7930,7928,7928,7929,7928,7927,7927,7927,7928,7928,7928,7928,7929,7928,7928,7925,7923,7924,7923,7700,7917,7928,7927,7928,7925,7928,7927,7926,7928,7928,7928,7928,7928,7928,7928,7928,7915,7928,7922,7928,7927,7923,7928,7928,7936,7912,7728,7932,7930,7934,7789,7932,7932,7933,7872,7932,7893,7927,7797,7932,7932,7932,7932,7932,7931,7693,7408,7936,7728,7932,7700,7699,7594,7899,7673,7873,7869,7676,7673,7680,7691,7686,7659,7682,7691,7617,7678,7678,7678,7679,7680,7622,7681,7681,7683,7692,7688,7676,7678,7679,7677,7679,7676,7676,7675,7661,7620,7675,7673,7673,7665,7644,7648,7643,7554,7689,7706,7680,7682,7682,7679,7591,7590,7591,7622,7679,7674,7629,7633,7681,7627,7689,7687,7688,7690,7678,7686,7678,7684,7691,7684,7692,7682,7685,7687,7691,7690,7691,7692,7693,7685,7685,7688,7690,7686,7689,7686,7682,7690,7687,7688,7626,7628,7626,7624,7688,7691,7686,7700,7693,7693,7694,7694,7687,7692,7689,7689,7688,7687,7641,7684,7684,7685,7690,7689,7689,7689,7690,7689,7683,7689,7641,7688,7685,7691,7685,7688,7678,7684,7676,7692,7681,7689,7692,7694,7688,7682,7684,7686,7688,7697,7695,7693,7685,7666,7552,7607,7607,7590,7606,6837,6972,5215,6970,6935,6909,6972,6966,6937,6941,6846,6847,6850,6842,6848,6813,6811,6824,6920,6839,6257,6254,6174,6238,6264,6226,6089,6088,6119,6087,6094,6122,6127,6289,6198,6241,6166,6152,6228,6164,5862,5867,6624,6605,6358,6376,6625,6502,6597,6573,6587,6575,6606,6615,6638,6583,6579,6572,6478,6596,422,432,451,457,457,405,451,450,424,446,458,460,50,48,67,1,0,0,4,1,6,6,5,9,70,42,43,65,66,40,60,76,78,77,78,78,90,90,64,49,64,814,805
SRR26858817,7975,7976,7976,7975,7978,7976,7976,7977,7976,7975,7975,7975,7976,7976,7976,7976,7977,7976,7976,7973,7971,7972,7971,7748,7965,7976,7975,7976,7973,7976,7975,7974,7976,7976,7976,7976,7976,7976,7976,7976,7963,7976,7970,7976,7975,7971,7976,7976,7984,7960,7776,7980,7978,7982,7837,7980,7980,7981,7920,7980,7941,7975,7845,7980,7980,7980,7980,7980,7979,7714,7453,7984,7775,7980,7721,7720,7641,7946,7692,7921,7917,7697,7694,7701,7712,7707,7680,7703,7712,7638,7699,7699,7699,7700,7701,7643,7702,7702,7704,7713,7708,7697,7699,7700,7698,7700,7697,7697,7696,7682,7641,7696,7694,7694,7686,7665,7668,7664,7565,7709,7725,7700,7703,7703,7700,7602,7601,7602,7643,7700,7685,7649,7653,7700,7647,7709,7707,7708,7710,7698,7706,7698,7704,7711,7704,7712,7702,7705,7707,7711,7710,7711,7712,7713,7705,7705,7708,7710,7706,7709,7705,7701,7710,7707,7708,7646,7648,7646,7644,7708,7711,7706,7719,7713,7713,7714,7714,7706,7712,7709,7709,7708,7707,7652,7703,7703,7704,7710,7709,7709,7709,7710,7709,7703,7709,7652,7708,7705,7711,7705,7708,7698,7704,7696,7712,7701,7708,7712,7714,7708,7702,7704,7706,7708,7717,7715,7713,7705,7687,7563,7628,7628,7611,7626,6856,6986,5232,6984,6950,6922,6991,6981,6952,6957,6868,6870,6874,6865,6870,6826,6822,6837,6933,6851,6280,6277,6188,6255,6279,6241,6100,6097,6131,6099,6106,6134,6140,6301,6213,6261,6179,6163,6250,6174,5879,5888,6636,6616,6371,6388,6640,6518,6611,6588,6603,6590,6621,6627,6653,6598,6593,6582,6482,6606,424,434,453,459,459,407,453,452,426,448,460,462,53,52,71,5,4,4,0,5,10,10,9,13,74,47,46,69,70,44,63,80,82,81,82,82,94,94,66,53,67,822,813
